reservation_id,renter_user_id,host_user_id,listing_id,created_at,approved_at,successful_payment_collected_at,hex_08_id,dma
2441,2141,21,545,2023-11-16 23:54:21.859410,2023-11-17 01:31:03.766590,2023-11-17 01:54:03.637747,63644fc3cc521523,Atlanta
2442,2024,491,94,2023-12-30 20:25:01.066719,2023-12-31 12:15:41.689856,2023-12-31 12:37:18.557136,4771d2c86327b63f,Dallas-Ft. Worth
2443,6302,119,758,2023-11-30 04:06:05.788064,2023-11-30 11:53:29.794140,2023-11-30 12:14:03.847317,d53eb48611f7ccc1,Los Angeles
2444,7898,23,4,2023-11-17 10:43:37.112417,2023-11-17 14:50:45.197141,2023-11-17 15:03:48.542209,1ff7ee807b35f564,Boston
2445,1875,49,972,2023-11-04 17:58:45.805872,2023-11-05 03:55:22.150040,2023-11-05 04:05:42.213148,8f44deffea216ade,San Francisco
2446,1307,148,154,2023-07-20 10:22:12.841712,,,61a29f9181cfce08,New York
2447,8805,241,405,2023-12-07 07:21:26.430314,2023-12-07 23:11:37.891942,2023-12-07 23:25:38.587597,8b7cf6d30b4d6639,Boston
2448,5400,392,478,2023-06-13 02:59:48.581746,2023-06-13 05:45:45.754377,2023-06-13 06:10:28.545853,9565bbcce9ecf505,Atlanta
2449,3859,207,206,2023-07-05 12:31:04.146267,2023-07-05 19:57:09.111857,2023-07-05 20:21:42.953590,03e70e9b87116f4c,Washington DC
2450,6633,342,325,2023-09-16 20:36:19.064882,2023-09-17 11:11:38.212173,2023-09-17 11:32:57.817652,c40c9bd7b126ccb8,New York
2451,6123,119,363,2023-06-08 15:06:39.461857,2023-06-09 11:57:21.475982,2023-06-09 12:25:04.406783,6780cb1e21cee600,San Francisco
2452,1749,139,21,2023-12-15 09:26:00.772172,2023-12-16 06:58:54.316383,2023-12-16 07:09:12.935583,47920148cc29b59a,Houston
2453,4114,263,511,2023-02-02 15:11:42.996363,2023-02-02 17:38:43.346096,2023-02-02 17:45:56.954243,8399a00f407971e3,Dallas-Ft. Worth
2454,5757,109,841,2023-11-21 21:02:48.252928,2023-11-22 02:27:50.886756,2023-11-22 02:50:38.509875,a3e1d4fa5ebb5e2d,Chicago
2455,4409,448,425,2023-05-21 10:06:33.979588,2023-05-21 19:10:37.720239,2023-05-21 19:21:28.135091,1474f9c04e661ddb,Philadelphia
2456,2025,168,227,2023-08-03 10:36:39.623767,2023-08-03 12:49:49.781483,2023-08-03 13:15:05.867733,b2e9cba6c4efcd2a,Dallas-Ft. Worth
2457,2938,290,850,2023-06-17 12:42:58.895887,2023-06-18 10:58:17.666207,2023-06-18 11:24:22.409272,633dfbf4f362ff61,Houston
2458,85,469,804,2023-11-27 11:41:40.035976,2023-11-27 17:55:40.664315,2023-11-27 18:09:07.448770,818d5d2f9f3a061a,New York
2459,5452,287,42,2023-08-19 10:56:28.924342,2023-08-19 16:42:50.862360,2023-08-19 16:48:10.457481,18276e663e599180,Dallas-Ft. Worth
2460,3006,224,542,2023-02-13 12:53:26.678767,2023-02-14 08:04:12.646428,2023-02-14 08:12:07.454314,dc176034e63c15bd,Philadelphia
2461,7572,470,509,2023-03-08 09:59:08.153861,2023-03-08 11:47:14.484137,2023-03-08 12:08:28.000344,35d895ebf0a37185,Atlanta
2462,7038,109,436,2023-11-19 06:26:43.167819,2023-11-19 15:33:29.104402,2023-11-19 15:41:06.440167,11bb95fe7d7ce2da,New York
2463,5486,320,979,2023-07-29 13:28:04.877390,2023-07-29 18:34:30.141320,2023-07-29 18:52:12.727910,a9dcb11eb47b86f5,Atlanta
2464,4216,429,830,2023-12-03 03:20:41.204288,2023-12-03 09:23:45.504263,2023-12-03 09:29:33.176784,112e7b202fd145ec,Boston
2465,6515,86,943,2023-12-25 23:49:20.621041,2023-12-26 05:01:27.048015,2023-12-26 05:28:49.546466,ea2c928288645a54,Dallas-Ft. Worth
2466,5582,199,934,2023-06-02 11:05:30.279829,2023-06-02 22:38:39.802147,2023-06-02 23:05:32.091928,001aae15d344b1c4,Boston
2467,8229,237,353,2023-12-07 07:12:59.406282,2023-12-07 08:33:10.648266,2023-12-07 08:47:24.276951,84ab83ca0790681f,New York
2468,3342,185,568,2023-09-20 08:22:37.272523,2023-09-20 22:53:42.018457,2023-09-20 23:13:00.646905,43bd6bb6faea1554,Los Angeles
2469,207,383,967,2023-06-24 20:28:28.101922,,,e928df635cb90cf7,Washington DC
2470,7516,392,875,2023-03-02 11:46:57.021955,2023-03-02 16:59:16.058729,2023-03-02 17:15:54.871303,58198a7d92f368d9,Atlanta
2471,3963,58,919,2023-07-25 17:57:10.528709,2023-07-26 09:15:02.868358,2023-07-26 09:40:28.384702,2fa1e389f87bc6a4,Dallas-Ft. Worth
2472,4840,229,87,2023-06-23 07:06:46.348707,2023-06-23 14:01:16.059229,2023-06-23 14:24:19.673384,81b4aa75466b033d,Boston
2473,1214,326,520,2023-02-22 06:15:22.801885,2023-02-22 19:56:45.683663,2023-02-22 20:15:33.840596,c73408ce8f047c55,Philadelphia
2474,5489,143,586,2023-07-06 08:32:50.402826,2023-07-07 00:07:16.937917,2023-07-07 00:33:35.311914,f5567b102b3e69bf,Dallas-Ft. Worth
2475,3485,140,208,2023-04-10 01:12:16.855030,2023-04-10 16:34:19.248286,2023-04-10 16:55:28.477737,5102a7af36848b70,Atlanta
2476,5907,478,873,2023-08-24 19:45:41.947961,2023-08-25 10:04:07.722466,2023-08-25 10:12:44.914873,074b098b23afd885,New York
2477,3300,277,221,2023-02-02 14:28:01.861953,2023-02-03 01:33:17.729777,2023-02-03 02:00:39.557157,8eb6651af6059ced,Dallas-Ft. Worth
2478,8000,453,669,2023-10-31 07:01:32.759948,2023-10-31 18:51:15.408301,2023-10-31 19:12:13.231318,b02007183abba207,Chicago
2479,8138,79,452,2023-02-08 19:15:12.922910,,,d3897834044a5fb9,San Francisco
2480,2549,314,465,2023-04-25 22:28:32.405864,2023-04-26 02:19:41.582050,2023-04-26 02:33:22.701756,30f14ca189743786,San Francisco
2481,8020,306,33,2023-11-03 16:37:24.743452,2023-11-04 10:27:17.316291,2023-11-04 10:53:46.075327,94dacf27c99c3876,Dallas-Ft. Worth
2482,2083,31,463,2023-06-14 04:18:12.593617,2023-06-14 16:23:53.526175,2023-06-14 16:31:31.126476,eff685701db4eca8,Houston
2483,4277,167,601,2023-09-02 22:13:00.643873,2023-09-03 04:25:15.265000,2023-09-03 04:45:42.404553,e84e387719e5c4fe,Chicago
2484,1521,322,206,2023-04-27 10:04:52.070954,,,53a40e786cbe93f5,Boston
2485,6013,135,301,2023-01-30 10:13:07.342166,2023-01-30 20:21:35.547501,2023-01-30 20:38:42.196987,5c76d8d6c57d5d9f,Philadelphia
2486,3419,372,558,2023-01-27 23:54:25.054254,2023-01-28 02:51:39.134280,2023-01-28 03:06:36.995013,39457a4cfa7a34a6,San Francisco
2487,6989,80,917,2023-02-24 04:46:28.507328,2023-02-24 19:40:35.635655,2023-02-24 19:55:53.961922,9826bca4a18b8fb1,Los Angeles
2488,7814,406,449,2023-09-15 06:54:37.153604,2023-09-15 17:58:24.705331,2023-09-15 18:19:57.220933,d04f6cf18cbd7104,New York
2489,2525,476,564,2023-05-11 13:10:04.175702,2023-05-11 15:59:41.123237,2023-05-11 16:23:47.624654,01b8fb55c91b8d21,Washington DC
2490,7528,325,480,2023-01-25 18:44:15.694969,2023-01-26 15:20:28.759916,2023-01-26 15:47:27.254072,6083c1b1de5bf6b7,Philadelphia
2491,2971,327,234,2023-09-28 10:06:09.922719,2023-09-28 15:05:45.124275,2023-09-28 15:14:17.960983,c146652a682e3a1a,Houston
2492,2295,381,310,2023-03-11 22:26:15.580735,2023-03-12 20:18:46.947059,2023-03-12 20:40:18.416444,e385000ae786893f,San Francisco
2493,8953,69,848,2023-11-09 23:29:47.430082,2023-11-10 00:49:10.230812,2023-11-10 01:01:45.115497,14d5d3612e52a918,Atlanta
2494,666,179,743,2023-01-17 23:38:50.282428,2023-01-18 18:19:31.533840,2023-01-18 18:39:21.372865,be16291a9cd9562f,Boston
2495,3440,100,591,2023-06-28 06:47:09.073729,2023-06-28 10:07:30.333823,2023-06-28 10:25:20.097713,d282bf88a75eee26,Los Angeles
2496,6359,212,119,2023-01-07 23:48:42.183630,2023-01-08 14:53:27.422167,2023-01-08 15:20:57.056515,579bd44bf069e28c,Philadelphia
2497,4338,204,507,2023-07-03 10:43:55.813243,2023-07-04 08:19:25.864195,2023-07-04 08:27:42.068545,008e0b23a3016296,Boston
2498,5553,354,210,2023-11-21 15:25:17.772737,2023-11-21 19:01:34.464265,2023-11-21 19:14:51.917917,3f86d9ecf1511438,San Francisco
2499,8188,46,763,2023-06-24 14:49:09.581504,2023-06-25 08:32:56.040029,2023-06-25 08:57:19.515037,8c440ad76b3dc623,Washington DC
2500,4218,460,1,2023-01-14 11:12:30.424104,2023-01-14 17:47:32.610573,2023-01-14 18:08:55.120243,c32395d49af9ee51,Philadelphia
2501,1882,397,470,2023-03-12 01:17:12.866100,2023-03-12 10:45:23.228002,2023-03-12 11:05:22.505283,156987dc0f106d89,Philadelphia
2502,4175,19,819,2023-12-03 21:54:27.655577,2023-12-04 16:16:55.787400,2023-12-04 16:34:25.269444,50fdcd6935a1f941,Philadelphia
2503,4169,25,202,2023-09-14 12:59:51.119948,2023-09-15 00:07:57.285478,2023-09-15 00:26:37.282728,23fed38c0b991734,Los Angeles
2504,5486,271,19,2023-10-25 15:39:14.619278,2023-10-26 15:34:26.483416,2023-10-26 15:41:18.505030,5e287fd48365d403,Philadelphia
2505,609,12,813,2023-07-27 23:01:14.180658,,,eece5b0e9a74aa16,Philadelphia
2506,3225,243,266,2023-01-31 02:59:04.827606,2023-01-31 09:47:27.191536,2023-01-31 10:02:37.015280,dbb05563c967b9fd,Atlanta
2507,5833,482,397,2023-08-19 20:06:26.691616,2023-08-20 02:32:55.161859,2023-08-20 02:52:36.769688,1f4935b64b81fc22,Dallas-Ft. Worth
2508,7568,365,502,2023-02-20 03:14:49.901770,2023-02-20 06:23:00.484342,2023-02-20 06:29:00.486543,e8a9fbab7d385e82,San Francisco
2509,1671,409,692,2023-07-14 23:33:50.030196,2023-07-15 06:18:09.704585,2023-07-15 06:42:39.704331,672bcdc9cf0748ad,New York
2510,7401,233,42,2023-10-30 15:45:30.527055,2023-10-31 05:30:40.938859,2023-10-31 05:37:31.368451,e78358fd1dd2e374,Atlanta
2511,3657,83,782,2023-11-09 10:16:04.486391,2023-11-10 04:34:26.977416,2023-11-10 04:40:06.779756,35777301fdbb23fa,San Francisco
2512,8808,463,446,2023-11-21 23:44:12.762440,2023-11-22 18:28:55.701289,2023-11-22 18:36:31.508421,7580cabe10957e8f,Chicago
2513,7403,246,145,2023-02-05 08:39:38.562036,,,c733d5b3d9c4bdf0,Chicago
2514,3788,380,2,2023-01-28 05:33:45.931063,2023-01-28 09:56:33.626017,2023-01-28 10:09:28.023499,d6efe1d3f581f95e,San Francisco
2515,7414,40,179,2023-07-31 06:46:23.625597,2023-07-31 23:57:16.910124,2023-08-01 00:20:19.115059,98c74fccd8691a12,Atlanta
2516,347,458,671,2023-10-30 17:52:57.319508,2023-10-31 14:03:34.339570,2023-10-31 14:15:48.494085,a2ef0b7ef07dd209,Houston
2517,2012,81,151,2023-06-20 04:49:46.295584,2023-06-20 06:45:16.220126,2023-06-20 07:10:32.884648,c02b029fee2a857d,San Francisco
2518,1352,78,41,2023-07-25 02:51:24.670667,,,8a7094872ea467f8,Philadelphia
2519,8688,352,410,2023-09-28 22:19:07.523382,,,5d42410b50c34fca,Boston
2520,2917,81,2,2023-08-31 15:53:16.846889,2023-09-01 05:40:55.582372,2023-09-01 06:01:33.466453,2166211633eafd9f,New York
2521,1097,494,202,2023-12-18 12:28:08.661725,2023-12-19 05:03:32.696185,2023-12-19 05:25:38.262891,cea5896e0089b2d5,Boston
2522,3377,481,880,2023-11-02 11:16:47.231768,2023-11-03 09:06:47.209480,2023-11-03 09:15:19.289260,e25f5a6879f2d14e,New York
2523,5286,247,663,2023-09-16 17:01:06.982767,2023-09-16 20:09:30.812727,2023-09-16 20:24:59.544796,47bec31f426c9629,New York
2524,2177,205,713,2023-06-18 13:00:47.661340,2023-06-19 00:42:26.377940,2023-06-19 00:56:04.385163,06182400753d4c46,Houston
2525,1221,72,658,2023-01-15 12:11:26.333593,2023-01-16 03:15:42.318776,2023-01-16 03:29:06.286118,d394467c720cd16e,Philadelphia
2526,3917,330,309,2023-12-29 11:45:47.232422,2023-12-30 11:13:11.250155,2023-12-30 11:20:07.450113,566894cf705320cd,Dallas-Ft. Worth
2527,6069,385,371,2023-10-28 16:47:08.832562,2023-10-29 06:10:50.043456,2023-10-29 06:26:31.887747,e7909fa1b203fd55,New York
2528,2817,239,13,2023-11-11 11:47:06.410178,2023-11-12 09:06:15.703277,2023-11-12 09:35:49.134122,34f212854c1f244c,Philadelphia
2529,2634,351,572,2023-04-03 14:56:52.195306,2023-04-03 22:22:54.732336,2023-04-03 22:49:49.114182,372a72740822dd3b,Los Angeles
2530,106,293,349,2023-01-13 07:13:18.747603,,,8a9c3b70d52b02b7,New York
2531,350,247,205,2023-07-10 21:21:40.826710,2023-07-11 20:10:29.675923,2023-07-11 20:22:10.431165,9f4bcb32f9fdb3f0,New York
2532,4500,267,998,2023-03-07 11:01:46.092387,2023-03-08 01:06:00.126871,2023-03-08 01:13:30.395642,384dbc36a5d7c905,Chicago
2533,7192,228,715,2023-12-29 15:48:14.623485,2023-12-29 18:50:05.567994,2023-12-29 19:11:03.664569,6af6cf0793649ae0,Philadelphia
2534,2271,226,731,2023-11-27 05:41:16.384311,2023-11-28 00:31:38.749080,2023-11-28 00:53:40.947788,e9de08607b8d15db,Chicago
2535,8950,99,582,2023-12-27 15:52:05.172880,2023-12-27 21:49:09.202861,2023-12-27 22:11:53.557148,f0619260acfef332,Dallas-Ft. Worth
2536,4934,286,388,2023-09-17 20:25:38.994177,2023-09-18 11:02:32.981764,2023-09-18 11:28:12.533911,b06bfd9f675c9edb,New York
2537,2539,280,900,2023-12-23 10:18:18.533389,2023-12-23 16:19:36.468351,2023-12-23 16:45:18.130341,18b29c6daf994cf6,Atlanta
2538,8535,7,219,2023-12-08 15:13:20.095984,2023-12-09 10:17:26.113834,2023-12-09 10:41:23.639572,eb5abce78ea7eaa5,Dallas-Ft. Worth
2539,1690,140,792,2023-03-17 17:09:17.463062,2023-03-17 18:11:52.699787,2023-03-17 18:21:55.797218,5213af8693280747,Washington DC
2540,2369,486,452,2023-12-19 08:45:51.166149,2023-12-19 11:13:27.345853,2023-12-19 11:35:42.674209,ddc78d62872e6f48,Atlanta
2541,3582,28,899,2023-07-22 08:05:02.728976,2023-07-23 07:14:10.294102,2023-07-23 07:36:24.936602,e3809a84012e1ef3,New York
2542,699,25,270,2023-08-03 06:18:10.842608,2023-08-04 04:04:12.270232,2023-08-04 04:30:50.698215,d6559a90f9d78cb0,New York
2543,3768,250,883,2023-02-25 00:44:55.162268,2023-02-25 19:15:30.404373,2023-02-25 19:40:23.996004,138476b97e974851,Atlanta
2544,8611,116,831,2023-06-19 15:09:16.720146,2023-06-20 15:06:34.161218,2023-06-20 15:33:33.803462,aa0a6d1fda571a61,Washington DC
2545,8212,218,696,2023-09-24 23:10:02.784573,2023-09-25 13:48:08.269295,2023-09-25 14:10:58.124382,53ded549a9109afd,Washington DC
2546,2664,170,394,2023-08-06 03:53:30.538608,2023-08-06 15:37:45.501479,2023-08-06 15:51:44.686791,ac5d72db6a099a94,San Francisco
2547,8136,173,75,2023-08-22 06:24:07.128715,2023-08-23 01:52:10.612295,2023-08-23 02:08:36.322456,ce6734fdf03f954c,Dallas-Ft. Worth
2548,5582,254,174,2023-05-09 23:42:22.681617,2023-05-10 19:56:20.112879,2023-05-10 20:15:30.192498,a068e6818496ac98,Atlanta
2549,6554,115,499,2023-05-09 09:57:51.519730,2023-05-09 12:48:48.911900,2023-05-09 13:03:37.707264,443af3c7b8b491ee,Philadelphia
2550,7538,442,831,2023-08-04 17:28:02.539878,2023-08-04 19:00:25.794010,2023-08-04 19:10:29.116555,2ac581fa90074b7e,Los Angeles
2551,4735,279,479,2023-11-22 05:22:56.678733,2023-11-22 13:57:37.921443,2023-11-22 14:17:35.706936,07a1121527c778a0,Atlanta
2552,6864,105,968,2023-04-20 21:35:58.938462,2023-04-21 00:52:15.893909,2023-04-21 01:03:21.535147,eacc36a463ef8ab2,Atlanta
2553,8700,359,639,2023-10-28 06:49:42.310679,2023-10-28 17:32:36.416037,2023-10-28 18:00:09.696409,72957a227a8ae0b1,Boston
2554,2736,377,832,2023-12-06 18:52:32.470697,2023-12-07 09:36:11.351713,2023-12-07 10:04:36.784535,51c5a7af1adf059f,Dallas-Ft. Worth
2555,851,324,699,2023-01-16 18:35:56.966699,2023-01-17 09:31:37.046848,2023-01-17 09:52:51.824820,d94524b3fe12378d,Houston
2556,112,256,73,2023-07-27 11:29:32.630069,2023-07-28 01:12:33.864170,2023-07-28 01:28:51.571773,eeb77823e18dcbab,Philadelphia
2557,5265,38,707,2023-06-28 23:38:27.429650,2023-06-29 12:36:56.388483,2023-06-29 12:49:50.884572,89fd2b9c6be118ac,Chicago
2558,5400,182,141,2023-07-24 10:44:50.306665,2023-07-24 23:31:07.043927,2023-07-24 23:51:42.241970,982addcc3d6a9d53,Boston
2559,4371,364,923,2023-07-22 08:23:36.137538,2023-07-22 18:49:37.113407,2023-07-22 18:57:13.835548,f8dc6a3725707e03,Washington DC
2560,7771,414,66,2023-02-04 17:23:48.813485,2023-02-04 19:59:05.052034,2023-02-04 20:17:18.418733,278ac46f497c42bf,Dallas-Ft. Worth
2561,6844,477,195,2023-06-27 01:03:08.793950,2023-06-27 17:55:11.774858,2023-06-27 18:09:29.187386,89cad10ff41b80ba,Atlanta
2562,8076,304,213,2023-05-20 01:04:05.018920,2023-05-20 05:28:21.012234,2023-05-20 05:43:44.048898,e707137be404f7a2,Los Angeles
2563,5545,423,305,2023-08-25 05:10:02.995674,2023-08-25 06:39:01.663381,2023-08-25 06:51:20.894043,04185c9c41f5407b,Boston
2564,241,411,310,2023-08-27 16:40:18.417616,,,a2e9324da5af27a3,Los Angeles
2565,3999,249,115,2023-01-20 19:33:55.660668,2023-01-20 21:21:28.136742,2023-01-20 21:32:47.489741,cb99ecacc1a50edf,Boston
2566,8451,245,879,2023-11-13 01:27:38.260955,2023-11-13 19:33:40.507367,2023-11-13 19:41:53.779702,21d22c272c67b9f9,San Francisco
2567,7135,10,229,2023-06-03 05:46:33.345034,2023-06-03 21:49:14.752021,2023-06-03 22:14:11.206587,313e9197d380f948,Atlanta
2568,2319,337,852,2023-01-16 16:33:53.924088,2023-01-17 05:51:11.148811,2023-01-17 06:14:20.454769,abbeb7acc2516750,Boston
2569,115,236,929,2023-04-23 19:32:54.130801,2023-04-24 03:24:54.990057,2023-04-24 03:40:33.291507,fdbdbcf501675f2a,Atlanta
2570,3817,226,724,2023-05-14 16:32:42.586240,2023-05-15 07:43:33.027755,2023-05-15 08:09:04.915710,056cd7d3b9cdbf64,Boston
2571,400,212,621,2023-08-05 19:33:45.014360,2023-08-05 22:56:35.597301,2023-08-05 23:23:13.964649,e60db49aa8f4211b,Boston
2572,7778,485,186,2023-04-18 16:03:13.946572,2023-04-19 15:36:23.245276,2023-04-19 15:59:17.433437,2f71645843b259b7,Atlanta
2573,6306,139,972,2023-04-09 20:57:47.152150,2023-04-10 05:58:32.180821,2023-04-10 06:17:41.577742,e7b6c0e7c13e67eb,Philadelphia
2574,4320,19,503,2023-03-26 16:01:00.808836,2023-03-27 09:37:27.536693,2023-03-27 09:48:25.680096,f10de4d907783c0a,Houston
2575,133,261,992,2023-12-26 20:06:50.323488,2023-12-27 00:31:55.913366,2023-12-27 00:39:02.689862,9102e4dbeaeb68d5,New York
2576,6434,281,766,2023-11-26 18:54:44.220683,2023-11-27 18:47:58.126515,2023-11-27 18:58:50.659603,f06afd4df90620ba,New York
2577,6935,30,378,2023-03-23 08:38:34.005264,2023-03-23 12:28:30.555361,2023-03-23 12:53:19.039078,68a55520c21fea7a,Dallas-Ft. Worth
2578,1034,247,110,2023-12-15 12:26:05.933986,2023-12-15 23:35:55.824718,2023-12-15 23:48:09.602664,fe23a83c131b8bf3,Houston
2579,3325,127,306,2023-04-13 08:58:13.158919,2023-04-14 02:12:50.293918,2023-04-14 02:38:54.946974,a86f852888d01a5c,San Francisco
2580,3707,26,725,2023-06-02 20:46:26.323756,2023-06-03 10:37:22.338737,2023-06-03 10:57:02.851063,60d13e2c667e05d2,New York
2581,2438,9,941,2023-07-07 13:58:52.281665,2023-07-08 02:32:19.767746,2023-07-08 02:54:28.246745,6300c2b42d6aa712,Philadelphia
2582,686,268,503,2023-03-11 22:27:00.509000,2023-03-12 04:43:06.154953,2023-03-12 05:12:37.655986,73891b373cbc13d8,Houston
2583,4442,230,938,2023-04-10 23:33:23.962202,2023-04-11 06:17:59.704168,2023-04-11 06:42:05.600664,5a95fe8695a678cb,Boston
2584,7980,388,223,2023-07-27 03:15:15.739962,,,2874be672ce459c2,Chicago
2585,815,400,492,2023-06-02 15:04:04.793587,2023-06-03 09:21:31.129114,2023-06-03 09:46:44.145031,12977faf454c1019,Los Angeles
2586,1868,64,561,2023-02-28 00:07:39.878727,2023-02-28 02:35:15.150876,2023-02-28 02:52:28.310172,ece6edaaf64fa98e,Washington DC
2587,8808,102,16,2023-04-22 14:12:48.091132,2023-04-23 13:53:55.400795,2023-04-23 14:13:30.935423,843c39e4d6d2b2fc,Washington DC
2588,523,305,279,2023-07-12 13:29:27.751639,2023-07-13 08:29:35.954225,2023-07-13 08:47:16.541580,a40af3c26043e944,New York
2589,5880,465,282,2023-08-18 00:51:49.298658,2023-08-18 04:03:20.588900,2023-08-18 04:16:22.582078,ff7a850241a15a6a,San Francisco
2590,6342,400,54,2023-03-01 10:19:40.146056,2023-03-01 11:42:54.697509,2023-03-01 12:12:22.786962,ca461444dacd5ef2,Philadelphia
2591,6302,5,423,2023-05-16 18:44:07.517610,2023-05-16 21:34:30.430362,2023-05-16 21:50:45.575417,d28837ca0a9f66b1,Houston
2592,1112,354,947,2023-06-04 17:30:40.688951,2023-06-05 02:22:50.503664,2023-06-05 02:50:25.246351,fe3d7bee12908a6c,Atlanta
2593,1750,234,210,2023-12-13 21:58:18.888356,2023-12-14 02:28:41.659687,2023-12-14 02:46:40.487598,7f4eeeda19148c80,Washington DC
2594,8732,109,649,2023-11-02 16:57:31.916486,2023-11-02 21:04:48.326024,2023-11-02 21:10:44.547982,27cafa923b4239e6,Boston
2595,1451,95,31,2023-10-04 02:11:58.579729,2023-10-04 13:29:13.009754,2023-10-04 13:47:29.026447,88c115d25f0f335f,Boston
2596,8799,321,577,2023-09-13 16:40:33.465574,2023-09-14 10:15:14.935731,2023-09-14 10:40:12.368755,813252cb4b8b567d,Dallas-Ft. Worth
2597,609,157,733,2023-10-21 16:09:13.969618,2023-10-22 03:56:49.665772,2023-10-22 04:12:20.549861,228ad54c32f7911c,Los Angeles
2598,3195,191,740,2023-11-12 00:25:05.963812,2023-11-12 14:01:50.616341,2023-11-12 14:22:00.796864,abee729acbcc75d8,Chicago
2599,2986,223,168,2023-06-06 15:54:58.722611,2023-06-07 13:34:48.757556,2023-06-07 14:01:35.486575,19af5854e7c9ec80,Chicago
2600,4321,194,215,2023-08-02 01:06:58.816543,2023-08-02 09:04:52.413388,2023-08-02 09:22:49.913529,a1c00a8cdecaace2,San Francisco
2601,8687,273,336,2023-12-12 15:08:20.254342,2023-12-12 17:05:19.063673,2023-12-12 17:23:07.503185,41dfe156aa01a242,Philadelphia
2602,5368,359,234,2023-06-25 13:59:30.876644,2023-06-25 16:15:43.999778,2023-06-25 16:35:43.013405,c901f7cf4be38b2c,Los Angeles
2603,6434,341,668,2023-09-01 06:55:54.850435,2023-09-02 04:27:34.323394,2023-09-02 04:40:58.765166,7c0e076c4ee017fd,Houston
2604,3447,33,64,2023-10-10 12:33:41.784443,2023-10-10 14:19:59.888846,2023-10-10 14:32:43.736493,c4cb7669e49f7c23,Houston
2605,6302,178,91,2023-12-20 10:58:21.642272,2023-12-20 13:37:57.991849,2023-12-20 13:53:54.371436,fc39441466eeb6df,Washington DC
2606,1342,90,340,2023-06-14 15:44:25.892270,2023-06-14 18:01:51.266041,2023-06-14 18:09:54.599261,15576c0febbb97f8,Chicago
2607,4932,362,401,2023-11-23 00:58:49.937581,2023-11-23 18:40:49.655039,2023-11-23 19:04:45.952241,01ff2c38d0a7f2c6,Washington DC
2608,7193,65,860,2023-09-17 07:41:21.922490,2023-09-17 22:26:41.540574,2023-09-17 22:35:33.759116,23e32a110a349712,Philadelphia
2609,1503,340,260,2023-03-09 21:50:10.615202,2023-03-10 07:28:30.596523,2023-03-10 07:56:29.100955,946f8b9211fa7742,Houston
2610,7989,220,676,2023-05-22 10:36:39.120009,2023-05-22 17:19:28.850924,2023-05-22 17:42:33.755629,93121eaf9dbe2680,Dallas-Ft. Worth
2611,3963,453,278,2023-05-06 10:53:10.531354,2023-05-07 00:04:58.150888,2023-05-07 00:18:33.682786,c9edbecf0fc7f113,Chicago
2612,3660,369,325,2023-06-05 10:04:08.016978,2023-06-06 05:40:16.026911,2023-06-06 06:05:45.253397,5c46336c179959b0,Philadelphia
2613,280,363,266,2023-02-06 09:48:00.269353,2023-02-06 13:49:02.914644,2023-02-06 14:05:00.671797,eebb97893789533a,Houston
2614,8869,299,917,2023-10-03 13:31:58.488371,2023-10-03 20:48:25.320728,2023-10-03 21:13:42.830129,896b80f4016e3d67,Washington DC
2615,5268,53,926,2023-02-07 23:45:30.949013,2023-02-08 02:25:58.334274,2023-02-08 02:44:03.768443,ba1090fc9588b066,Chicago
2616,3498,413,547,2023-09-02 14:36:12.049088,2023-09-02 18:38:08.557331,2023-09-02 18:56:29.791364,edcb158f73a260e3,Dallas-Ft. Worth
2617,2016,153,398,2023-10-26 05:28:37.151443,2023-10-26 14:18:58.279528,2023-10-26 14:35:42.823759,cd96be823d0adad5,Houston
2618,8681,196,484,2023-12-13 19:14:07.299175,2023-12-13 23:08:16.692008,2023-12-13 23:34:23.618708,1e26661ebc10c758,Dallas-Ft. Worth
2619,3913,312,174,2023-08-29 16:14:07.813360,2023-08-29 23:29:50.558608,2023-08-29 23:51:12.974148,bb5b9b9407c51ed0,Houston
2620,8035,428,714,2023-03-26 03:29:58.660831,2023-03-26 23:25:22.079928,2023-03-26 23:53:39.721800,d8d182cd8d7c9a29,New York
2621,6418,443,59,2023-07-07 09:05:35.162287,2023-07-08 07:19:57.129341,2023-07-08 07:25:06.973489,bbab4efc6a37fe37,Boston
2622,5554,260,60,2023-06-07 18:26:11.328080,,,54dbaa341752e78b,San Francisco
2623,5871,273,516,2023-11-08 09:27:10.270345,2023-11-09 00:47:18.053844,2023-11-09 00:56:42.970434,cbef9f851a56be5e,Philadelphia
2624,5251,15,620,2023-09-22 04:29:35.884802,2023-09-22 20:36:51.064546,2023-09-22 20:41:57.097955,9689c61830a983fe,Atlanta
2625,3,84,115,2023-04-14 23:50:28.758757,,,05170320878077c5,Dallas-Ft. Worth
2626,4447,16,871,2023-07-28 00:33:40.972627,2023-07-28 02:55:20.630159,2023-07-28 03:07:37.572197,b889ebab5f46aa0e,Houston
2627,806,268,961,2023-03-24 15:10:30.876438,2023-03-25 12:27:19.852748,2023-03-25 12:44:10.090483,0d94db1a1c758101,San Francisco
2628,6186,272,865,2023-03-01 04:40:40.320819,2023-03-01 09:56:03.304623,2023-03-01 10:16:28.531628,2e0ac85217cbcb68,Houston
2629,1123,367,454,2023-03-29 05:33:39.957518,2023-03-29 07:39:20.445315,2023-03-29 07:49:19.515725,271ba4b1c2e1d14a,Chicago
